,,2021,2021,2021,2021,2021,2021,2021,2021,2021,2020,2020,2020,2020,2020,2020,2020,2020,2020,2019,2019,2019,2019,2019,2019,2019,2019,2019,2018,2018,2018,2018,2018,2018,2018,2018,2018,2017,2017,2017,2017,2017,2017,2017,2017,2017,2016,2016,2016,2016,2016,2016,2016,2016,2016,2015,2015,2015,2015,2015,2015,2015,2015,2015,2014,2014,2014,2014,2014,2014,2014,2014,2014,2013,2013,2013,2013,2013,2013,2013,2013,2013,2012,2012,2012,2012,2012,2012,2012,2012,2012,2011,2011,2011,2011,2011,2011,2011,2011,2011,2010,2010,2010,2010,2010,2010,2010,2010,2010,2009,2009,2009,2009,2009,2009,2009,2009,2009,2008,2008,2008,2008,2008,2008,2008,2008,2008,2007,2007,2007,2007,2007,2007,2007,2007,2007,2006,2006,2006,2006,2006,2006,2006,2006,2006,2005,2005,2005,2005,2005,2005,2005,2005,2005,2004,2004,2004,2004,2004,2004,2004,2004,2004,2003,2003,2003,2003,2003,2003,2003,2003,2003,2002,2002,2002,2002,2002,2002,2002,2002,2002,2001,2001,2001,2001,2001,2001,2001,2001,2001
DK,005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Business Studies                                  ,DUNDALK IT,75.0,275.0,False,False,False,False,False,Business Studies                                  ,DUNDALK IT,,270.0,False,False,False,True,False,Business Studies                                  ,DUNDALK IT,,270.0,False,False,False,True,False,Business Studies                   ,DUNDALK IT,,,False,False,False,True,False
DK,006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Business studies( Mark / Language) ,DUNDALK IT,,,False,False,False,True,False
DK,007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Office Info Systems                               ,DUNDALK IT,40.0,225.0,False,False,False,False,False,Office Info Systems                               ,DUNDALK IT,,225.0,False,False,False,True,False,Office Info Systems                               ,DUNDALK IT,,210.0,False,False,False,True,False,Office Info Systems                ,DUNDALK IT,,,False,False,False,True,False
DK,008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Civil Engineering                                 ,DUNDALK IT,90.0,305.0,False,False,False,False,False,Civil Engineering                                 ,DUNDALK IT,,290.0,False,False,False,True,False,Civil Engineering                                 ,DUNDALK IT,,265.0,False,False,False,True,False,Civil Engineering                  ,DUNDALK IT,,,False,False,False,True,False
DK,009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Construction Studies                              ,DUNDALK IT,80.0,260.0,False,False,False,False,False,Construction Studies                              ,DUNDALK IT,,260.0,False,False,False,True,False,Construction Studies                              ,DUNDALK IT,,260.0,False,False,False,True,False,Construction Studies               ,DUNDALK IT,120.0,,False,False,False,False,False
DK,010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manufacturing Eng.                                ,DUNDALK IT,95.0,220.0,False,False,False,False,False,Manufacturing Eng.                                ,DUNDALK IT,115.0,225.0,False,False,False,False,False,Manufacturing Eng.                                ,DUNDALK IT,110.0,205.0,False,False,False,False,False,Manufacturing Eng.                 ,DUNDALK IT,,,False,False,False,True,False
DK,011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mechanical Engineering                            ,DUNDALK IT,75.0,270.0,False,False,False,False,False,Mechanical Engineering                            ,DUNDALK IT,,300.0,False,False,False,True,False,Mechanical Engineering                            ,DUNDALK IT,,240.0,False,False,False,True,False,Mechanical Engineering             ,DUNDALK IT,,,False,False,False,True,False
DK,012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biology                                           ,DUNDALK IT,90.0,345.0,False,False,False,False,False,Biology                                           ,DUNDALK IT,110.0,310.0,False,False,False,False,False,Biology                                           ,DUNDALK IT,,325.0,False,False,False,True,False,Biology                            ,DUNDALK IT,110.0,,False,False,False,False,False
DK,050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Science                                      ,DUNDALK IT,85.0,335.0,False,False,False,False,False,Food Science                                      ,DUNDALK IT,,315.0,False,False,False,True,False,Food Science                                      ,DUNDALK IT,110.0,290.0,False,False,False,False,False,Food Science                       ,DUNDALK IT,,,False,False,False,True,False
DK,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chemistry                                         ,DUNDALK IT,215.0,435.0,False,False,False,False,False,Chemistry                                         ,DUNDALK IT,170.0,375.0,False,False,False,False,False,Chemistry                                         ,DUNDALK IT,230.0,390.0,False,False,False,False,False,Chemistry                          ,DUNDALK IT,,,False,False,False,True,False
DK,052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Applied Cultural Studies                          ,DUNDALK IT,115.0,300.0,False,False,False,False,False,Applied Cultural Studies                          ,DUNDALK IT,,295.0,False,False,False,True,False,Applied Cultural Studies                          ,DUNDALK IT,,310.0,False,False,False,True,False,Applied Cultural Studies           ,DUNDALK IT,,,False,False,False,True,False
DK,053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Environmental Science                             ,DUNDALK IT,165.0,345.0,False,False,False,False,False,Environmental Science                             ,DUNDALK IT,115.0,320.0,False,False,False,False,False,Environmental Science                             ,DUNDALK IT,145.0,270.0,False,False,False,False,False,Environmental Science              ,DUNDALK IT,105.0,,False,False,False,False,False
DK,054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Computing Applications & Support                  ,DUNDALK IT,55.0,235.0,False,False,False,False,False,Computing Applications & Support                  ,DUNDALK IT,,215.0,False,False,False,True,False,Computing Applications & Support                  ,DUNDALK IT,,215.0,False,False,False,True,False,Computing Applications & Support   ,DUNDALK IT,175.0,,False,False,True,False,False
DK,055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Communications with Multimedia                    ,DUNDALK IT,250.0,340.0,False,False,False,False,False,Communications with Multimedia                    ,DUNDALK IT,185.0,310.0,False,False,False,False,False,Communications with Multimedia                    ,DUNDALK IT,180.0,335.0,False,False,False,False,False,Communications with Multimedia     ,DUNDALK IT,275.0,,False,False,False,False,False
DK,057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,General Nursing                                   ,DUNDALK IT,345.0,360.0,True,False,True,False,False,General Nursing                                   ,DUNDALK IT,325.0,340.0,True,False,False,False,False,,,,,,,,,,,,,,,,,,
DK,061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mental Handicap Nursing                           ,DUNDALK IT,220.0,315.0,True,False,False,False,True,Mental Handicap Nursing                           ,DUNDALK IT,185.0,285.0,True,False,False,False,False,,,,,,,,,,,,,,,,,,
DK,069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Performance ( Acting )                            ,DUNDALK IT,,,False,False,False,False,False,,,,,,,,,
DK,070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Humanities Community Sports Leadership            ,DUNDALK IT,180.0,275.0,False,False,False,False,False,Humanities Community Sports Leadership            ,DUNDALK IT,200.0,280.0,False,False,False,False,False,Humanities Community Sports Leadership            ,DUNDALK IT,200.0,305.0,False,False,False,False,False,,,,,,,,,
DK,071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Applied Social Studies (Social Care)              ,DUNDALK IT,325.0,370.0,False,False,False,False,False,Applied Social Studies (Social Care)              ,DUNDALK IT,305.0,350.0,False,False,True,False,False,,,,,,,,,,,,,,,,,,
DK,072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Business Studies (Hospitality Management)         ,DUNDALK IT,200.0,280.0,False,False,False,False,False,Business Studies (Hospitality Management)         ,DUNDALK IT,,255.0,False,False,False,True,False,,,,,,,,,,,,,,,,,,
DK,073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Business Studies (Catering Management)            ,DUNDALK IT,200.0,270.0,False,False,False,False,False,Business Studies (Catering Management)            ,DUNDALK IT,140.0,270.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,
DK,075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agriculture                                       ,DUNDALK IT,50.0,285.0,False,False,False,False,False,Agriculture                                       ,DUNDALK IT,160.0,255.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,
DK,097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Psychiatric Nursing                               ,DUNDALK IT,310.0,335.0,True,False,True,False,False,Psychiatric Nursing                               ,DUNDALK IT,260.0,300.0,True,False,False,False,False,,,,,,,,,,,,,,,,,,
DK,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Computing (Software Development - French)         ,DUNDALK IT,290.0,345.0,False,False,False,False,False,Computing Software Dev / French                   ,DUNDALK IT,110.0,335.0,False,False,False,False,False,Computing Software Dev / French    ,DUNDALK IT,235.0,,False,False,False,False,False
DK,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accounting & Finance                              ,DUNDALK IT,300.0,345.0,True,False,False,False,False,Accounting & Finance                              ,DUNDALK IT,300.0,350.0,True,False,False,False,False,Accounting & Finance                              ,DUNDALK IT,275.0,340.0,True,False,False,False,False,Accounting & Finance               ,DUNDALK IT,300.0,,True,False,False,False,False
DK,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marketing & e-Business                            ,DUNDALK IT,240.0,310.0,True,False,False,False,False,Marketing & e-Business                            ,DUNDALK IT,265.0,320.0,True,False,False,False,False,Business Studies & Marketing & e-Business         ,DUNDALK IT,270.0,330.0,True,False,False,False,False,Business Studies in Marketing ( e-B,DUNDALK IT,300.0,,True,False,False,False,False
DK,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Office Info Systems ( language )                  ,DUNDALK IT,175.0,260.0,False,False,False,False,False,Office Info Systems ( language )                  ,DUNDALK IT,175.0,320.0,False,False,False,False,False,Office Info Systems ( language )                  ,DUNDALK IT,135.0,290.0,False,False,False,False,False,Office Info Systems ( language )   ,DUNDALK IT,185.0,,False,False,False,False,False
DK,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Computing ( Internet Technologies )               ,DUNDALK IT,225.0,295.0,True,False,False,False,False,Computing ( Internet Technologies )               ,DUNDALK IT,210.0,305.0,True,False,False,False,False,Computing ( Internet Technologies )               ,DUNDALK IT,240.0,310.0,True,False,False,False,False,,,,,,,,,
DK,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Building Surveying                                ,DUNDALK IT,280.0,325.0,True,False,False,False,False,Building Surveying                                ,DUNDALK IT,285.0,325.0,True,False,False,False,False,Building Surveying                                ,DUNDALK IT,200.0,305.0,True,False,False,False,False,,,,,,,,,
DK,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Music                                             ,DUNDALK IT,270.0,370.0,True,False,True,False,False,Music                                             ,DUNDALK IT,210.0,340.0,True,False,True,False,False,,,,,,,,,,,,,,,,,,
DK,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Applied Cultural Studies ( French )               ,DUNDALK IT,190.0,375.0,False,False,False,False,False,Applied Cultural Studies ( French )               ,DUNDALK IT,245.0,385.0,False,False,False,False,False,Applied Cultural Studies ( French ),DUNDALK IT,195.0,,False,False,False,False,False
DK,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Comput Applics & Supp / French                    ,DUNDALK IT,275.0,435.0,False,False,False,False,False,Comput Applics & Supp / French                    ,DUNDALK IT,220.0,320.0,False,False,False,False,False,Comput Applics & Supp / French     ,DUNDALK IT,245.0,,False,False,False,False,False
DK,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mature Applicants General Nursing                 ,DUNDALK IT,163.0,166.0,True,True,True,False,False,Mature Applicants General Nursing                 ,DUNDALK IT,,,True,True,False,False,False,,,,,,,,,,,,,,,,,,
DK,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mature Applicants Mental Handicap Nursing         ,DUNDALK IT,139.0,157.0,True,True,False,False,False,Mature Applicants Mental Handicap Nursing         ,DUNDALK IT,,,True,True,False,False,False,,,,,,,,,,,,,,,,,,
DK,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mature Applicants Psychiatric Nursing             ,DUNDALK IT,131.0,155.0,True,True,False,False,False,Mature Applicants Psychiatric Nursing             ,DUNDALK IT,,,True,True,False,False,False,,,,,,,,,,,,,,,,,,
DK,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Computing Software Dev / German                   ,DUNDALK IT,220.0,315.0,False,False,False,False,False,Computing Software Dev / German                   ,DUNDALK IT,245.0,405.0,False,False,False,False,False,Computing Software Dev / German    ,DUNDALK IT,220.0,,False,False,False,False,False
DK,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marketing  & French                               ,DUNDALK IT,275.0,345.0,True,False,False,False,False,Marketing  & French                               ,DUNDALK IT,270.0,330.0,True,False,False,False,False,Business Studies & Marketing & French             ,DUNDALK IT,290.0,350.0,True,False,False,False,False,Business Studies in Marketing (Fren,DUNDALK IT,275.0,,True,False,False,False,False
DK,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Office Info Systems(Public Relations)             ,DUNDALK IT,115.0,250.0,False,False,False,False,False,Office Info Systems(Public Relations)             ,DUNDALK IT,150.0,290.0,False,False,False,False,False,Office Info Systems(Public Relations)             ,DUNDALK IT,,270.0,False,False,False,True,False,Office Info Systems(Public Relation,DUNDALK IT,100.0,,False,False,False,False,False
DK,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Computing (Internet Technologies with French)     ,DUNDALK IT,315.0,335.0,True,False,False,False,False,Computing (Internet Technologies with French)     ,DUNDALK IT,290.0,315.0,True,False,False,False,False,Computing (Internet Technologies with French)     ,DUNDALK IT,,,True,False,False,False,False,,,,,,,,,
DK,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Applied Cultural Studies ( German )               ,DUNDALK IT,305.0,400.0,False,False,False,False,False,Applied Cultural Studies ( German ),DUNDALK IT,255.0,,False,False,False,False,False
DK,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Comput Applics & Supp / German                    ,DUNDALK IT,200.0,220.0,False,False,False,False,False,Comput Applics & Supp / German                    ,DUNDALK IT,395.0,425.0,False,False,False,False,False,Comput Applics & Supp / German     ,DUNDALK IT,185.0,,False,False,False,False,False
DK,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Computing ( Software Development - Language )     ,DUNDALK IT,150.0,335.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Business Studies & Marketing & German             ,DUNDALK IT,270.0,310.0,True,False,False,False,False,Business Studies in Marketing ( Ger,DUNDALK IT,250.0,,True,False,False,False,False
DK,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Computing (Internet Technologies with German)     ,DUNDALK IT,310.0,310.0,True,False,False,False,False,,,,,,,,,
DK,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Applied Cultural Studies ( Language )             ,DUNDALK IT,105.0,345.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Computing ( Applications and Support - Language ) ,DUNDALK IT,175.0,245.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Business (Management and Administration),DUNDALK IT,75.0,270.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Business - Office Information Systems with Information Tec,DUNDALK IT,170.0,245.0,False,False,False,False,False,Office Information Systems (Information Technology),DUNDALK IT,65.0,245.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
